File_Name,Color_1,Color_2,Color_3,Color_4,Color_5,Color_6,Color_7,Color_8,Percentage_1,Percentage_2,Percentage_3,Percentage_4,Percentage_5,Percentage_6,Percentage_7,Percentage_8
100.JPG,"(94.88372093023256, 0.5733333333333334, 0.29411764705882354)","(93.75, 0.6808510638297872, 0.1843137254901961)","(92.63157894736841, 0.5428571428571428, 0.4117647058823529)","(104.44444444444446, 0.22314049586776852, 0.4745098039215686)","(85.71428571428572, 0.620253164556962, 0.6196078431372549)","(116.8421052631579, 0.1137724550898203, 0.6549019607843137)","(76.49999999999997, 0.1646090534979424, 0.9529411764705882)","(81.02564102564102, 0.52, 0.8823529411764706)",0.2694773906173066,0.26553972816067606,0.19886603840560627,0.0913636623879264,0.06655700724828525,0.04492482623581546,0.03244815701182856,0.03082318993255545
