id,longitude,latitude
11162,87.5461029618,43.7444219756
11164,87.5486100754,43.7442631995
11165,87.5498630866,43.7441730616
11166,87.5511174508,43.7441200457
11167,87.5377057764,43.7422901787
11168,87.538862746,43.7427796008
11169,87.5400155323,43.7432788458
1117,87.3673242705,43.8602757953
11170,87.5411691551,43.7437760544
11171,87.5423439125,43.7442201184
11172,87.5435647535,43.7445015892
11173,87.544816448,43.74455159
11174,87.5460705341,43.7444779024
11175,87.5473246478,43.7444100163
11176,87.5485776574,43.7443198559
11177,87.549830667,43.7442296954
11178,87.5510849761,43.7441735849
11179,87.5640651931,43.7493112773
1118,87.3560198474,43.8621852438
11180,87.5624387109,43.7481518671
11181,87.5614000335,43.7474452476
11182,87.560351974,43.7467533343
11183,87.5591923925,43.7462783546
11184,87.563955657,43.74930779
11185,87.5623897618,43.7481921786
11186,87.5613512148,43.7474853673
11187,87.5603024759,43.7467944942
11188,87.5591424619,43.7463207392
11189,87.5817523038,43.6893077945
1119,87.3572526186,43.8619435497
11190,87.5829501931,43.6889320114
11191,87.5841595305,43.6885919312
11192,87.5853692532,43.6882532088
11193,87.5865806255,43.6879204576
11194,87.5877926714,43.6875901446
11195,87.5890047173,43.6872598316
11196,87.5902167631,43.6869295186
11197,87.591428809,43.6865992056
11198,87.5926408549,43.6862688927
11199,87.5938583822,43.6859606447
1120,87.3584837977,43.8616939684
11200,87.595084101,43.6856853716
11201,87.5963037427,43.6853876928
11202,87.5974960674,43.6849938887
11203,87.5986489279,43.684494815
11204,87.5997867867,43.683962949
11205,87.6009182106,43.6834170169
11206,87.6020610752,43.6828955115
11207,87.6032047962,43.6823758344
11208,87.6043291204,43.6818165305
1121,87.3597108274,43.8614245987
1122,87.3609378571,43.861155229
11226,87.5937046171,43.7439610277
1123,87.362174696,43.8609359712
1124,87.3634177318,43.8607612282
1125,87.364669064,43.8606501885
1126,87.3726866172,43.859714085
1127,87.3728156616,43.8597825187
114,87.6131752724,43.9430650445
11422,87.3731849719,43.9744237383
11423,87.3742315458,43.9737288679
11465,87.4921804914,43.988088403
11466,87.4921026145,43.9868345852
11467,87.4919633006,43.9855860847
11468,87.4917098304,43.9843573658
11469,87.4913842126,43.983144672
11470,87.4905088514,43.9750541328
11471,87.4905634888,43.9738025773
11472,87.4908834739,43.9725912217
11473,87.491364941,43.9714313408
11474,87.4918853329,43.9702879449
11475,87.4924132364,43.9691480488
11476,87.4929539108,43.968014103
11477,87.4923041795,43.9899657431
11478,87.4207005108,43.9381495696
11479,87.3821607661,43.9683709588
11480,87.383204921,43.9676724586
11481,87.3842569487,43.9669859036
11482,87.3853105842,43.9663017881
11483,87.3863642197,43.9656176725
11484,87.422885243,43.9341764626
11485,87.4219804863,43.9333049254
11486,87.4210757295,43.9324333882
11487,87.4201709727,43.931561851
11488,87.4192662159,43.9306903138
11489,87.4183614592,43.9298187766
11490,87.4174567024,43.9289472394
11491,87.4165519456,43.9280757022
11492,87.4156471888,43.9272041651
11493,87.4147424321,43.9263326279
11494,87.4138352469,43.9254636251
11495,87.4228602515,43.9341964535
11496,87.4219555035,43.9333249072
11497,87.4210507555,43.932453361
11498,87.4201460075,43.9315818147
11499,87.4192412594,43.9307102684
115,87.6139991083,43.9440121185
1150,87.347573185,43.8606753265
11500,87.4183365114,43.9298387221
11501,87.4174317634,43.9289671759
11502,87.4165270154,43.9280956296
11503,87.4156222673,43.9272240833
11504,87.4147175193,43.9263525371
11505,87.413810387,43.9254834791
11506,87.3958147026,43.9590133917
11507,87.3967779784,43.9582070037
11508,87.3977430013,43.9574027352
11509,87.3987183681,43.9566110147
1151,87.348803387,43.8609185982
11510,87.399693735,43.9558192942
11511,87.3766388009,43.9721145634
11512,87.3776780131,43.9713825325
11513,87.3787103523,43.9706666869
11514,87.379748443,43.969959252
11515,87.3807985472,43.96926975
11516,87.3937881857,43.9604556138
11517,87.4226860239,43.9366301194
11518,87.4908049287,43.9788690719
11519,87.4907285237,43.9775117288
1152,87.3500177022,43.8612404685
11520,87.4945234149,43.9648232254
11521,87.4948373645,43.9636068412
11522,87.4951499586,43.962390105
11523,87.4975717115,43.9263867848
11524,87.4951079892,43.9295850145
11525,87.4958713447,43.9285873272
11526,87.4966448004,43.9275974167
11527,87.4975080035,43.926357774
11528,87.4950413227,43.9295612645
11529,87.4958050689,43.9285638693
1153,87.3512320174,43.8615623387
11530,87.4965773402,43.9275730409
11531,87.4942672506,43.9647808111
11532,87.4945811115,43.9635644033
11533,87.4948938168,43.9623476957
11534,87.4906687006,43.9750553254
11535,87.4908192666,43.9738086673
11536,87.4911509836,43.9725998506
11537,87.4916361966,43.9714414924
11538,87.4921562916,43.9702979614
11539,87.4926848181,43.9691583566
1154,87.3524461667,43.8618848305
11540,87.493225273,43.9680243061
11541,87.4907302757,43.9788658964
11542,87.4906534379,43.9775067343
11543,87.4920392783,43.989926353
11544,87.4919169516,43.9880794386
11545,87.4918378632,43.9868257006
11546,87.4917164249,43.9855753348
11547,87.4915452928,43.9843310712
11548,87.4912835323,43.9831024218
11549,87.4955098886,43.9609903398
1155,87.3536593262,43.8622110297
11550,87.4958227769,43.9597736793
11551,87.4961356651,43.9585570188
11552,87.4964085906,43.9573314492
11553,87.4965834958,43.9560883841
11554,87.4964545324,43.9548459669
11555,87.4952679683,43.9526680768
11556,87.4945894474,43.9516109206
11557,87.4938986823,43.9505616326
11558,87.4932072032,43.9495128153
11559,87.4925434675,43.9484462538
1156,87.3475685819,43.8607574231
11560,87.4918813091,43.9473786827
11561,87.4912039718,43.9463206806
11562,87.4905262752,43.945262905
11563,87.4898313212,43.9442164178
11564,87.4891746137,43.9431460457
11565,87.4886163668,43.9420228155
11566,87.48828775,43.9408138586
11567,87.4882694743,43.9395624963
11568,87.495253311,43.9609514486
11569,87.4955666218,43.9597348968
1157,87.3487980663,43.8610044224
11570,87.4958799325,43.958518345
11571,87.496152149,43.9572926342
11572,87.496324003,43.9560491979
11573,87.4961728327,43.9548104701
11574,87.4950282328,43.9527435132
11575,87.4943490361,43.9516867898
11576,87.493657761,43.9506378377
11577,87.4929673507,43.9495883167
11578,87.4923038308,43.9485216145
11579,87.4916416727,43.9474540432
1158,87.3500123725,43.8613263267
11580,87.4909639929,43.9463962602
11581,87.4902859859,43.9453386835
11582,87.489591727,43.9442917303
11583,87.4889350677,43.9432212996
11584,87.4883743433,43.9420992575
11585,87.48803627,43.9408928247
11586,87.4880382194,43.9396451525
11587,87.4107841222,43.9198935259
11588,87.4120309293,43.9200472598
11589,87.4132777363,43.9202009936
1159,87.3512266787,43.8616482309
11590,87.4145245434,43.9203547275
11591,87.4157713504,43.9205084613
11592,87.417020598,43.9206341134
11593,87.4182751967,43.920583291
11594,87.4195278171,43.9204879448
11595,87.4207821467,43.9204202929
11596,87.4060381324,43.9180075403
11597,87.4456411841,43.9169165858
11598,87.4376487298,43.9240341549
11599,87.4386124596,43.9232283095
116,87.6148466654,43.9449393773
1160,87.352440856,43.8619706192
11600,87.4395761893,43.922422464
11601,87.4405387579,43.9216152338
11602,87.441500293,43.920806771
11603,87.4174420563,43.9412289244
11604,87.418391113,43.9404058489
11605,87.4193401697,43.9395827734
11606,87.4202493868,43.9387164859
11607,87.4211903418,43.9378843709
11608,87.4081152641,43.9193188866
11609,87.4129143968,43.9245824267
1161,87.3536544096,43.8622953492
11610,87.412006794,43.9237138537
11611,87.4110991912,43.9228452808
11612,87.4101915883,43.9219767078
11613,87.4092839855,43.9211081349
11614,87.4083763827,43.9202395619
11615,87.4989848158,43.9245423967
11616,87.4997456748,43.923542769
11617,87.3876838878,43.964749628
11618,87.388732776,43.9640582558
11619,87.389782311,43.9633678665
11620,87.3908321007,43.9626778639
11621,87.3918818903,43.9619878613
11622,87.4268786781,43.9331574908
11623,87.4278443566,43.9323539816
11624,87.4288097349,43.931550112
11625,87.4297746813,43.9307457239
11626,87.4307309492,43.9299311356
11627,87.4316794955,43.9291074719
11628,87.4326280418,43.9282838083
11629,87.4335765881,43.9274601446
11630,87.4345290692,43.9266411006
11631,87.435493158,43.9258356848
11632,87.4364572468,43.925030269
11633,87.4093541038,43.947958957
11634,87.4103299184,43.9471677883
11635,87.4113049089,43.9463756047
11636,87.4122796393,43.9455831008
11637,87.4132543698,43.9447905969
11638,87.4142193141,43.9439862617
11639,87.4151793109,43.9431759771
11640,87.4161359019,43.9423616826
11641,87.4433819515,43.919231618
11642,87.4014440728,43.954397917
11643,87.4024195642,43.9536063503
11644,87.403395528,43.9528153657
11645,87.4043714917,43.952024381
11646,87.4053474554,43.9512333964
11647,87.4063152803,43.9504324799
11648,87.4072826328,43.9496309869
11649,87.4082614659,43.948843743
11650,87.4251284844,43.9346037457
11651,87.412883234,43.9245965979
11652,87.4119754679,43.9237281956
11653,87.4110677019,43.9228597932
11654,87.4101599358,43.9219913908
11655,87.4092521698,43.9211229884
11656,87.4083444037,43.920254586
11657,87.4989190876,43.9245140723
11658,87.4996847145,43.9235180917
11659,87.4935100705,43.9315532057
11660,87.4927352142,43.9325419731
11661,87.4919529672,43.9335249401
11662,87.4911780618,43.9345136456
11663,87.4903834485,43.935486657
11664,87.4895991589,43.9364679846
11665,87.4935771975,43.9315773044
11666,87.4928022574,43.9325660023
11667,87.4920194844,43.9335485514
11668,87.4912444622,43.9345371811
11669,87.4904511463,43.9355112496
1167,87.3030375811,43.8709313657
11670,87.4896659192,43.9364918087
11671,87.4223259673,43.9203803774
