id,longitude,latitude
16440,87.5909991993,43.9569220004
16441,87.5897431064,43.9569413246
16442,87.5884870216,43.9569616384
16443,87.6022536919,43.9447522874
16444,87.6035379957,43.9450637964
16445,87.6047914719,43.9449804195
16446,87.6007139312,43.9452877248
16447,87.5993404196,43.9440589108
16448,87.598205943,43.9454381764
16449,87.5969520949,43.9455158079
1645,87.603939053,43.9005580456
16450,87.5939588208,43.9431130595
16451,87.5937995321,43.9335211091
16452,87.5926808265,43.9458853153
16453,87.5914406925,43.9460858883
16454,87.595375691,43.9456057235
16455,87.5941211359,43.9456705276
16456,87.5939157631,43.9449570433
16457,87.592168346,43.9459127409
16458,87.5934086918,43.9457134816
16459,87.5939892991,43.9449550854
1646,87.6038829526,43.901757634
16460,87.5952472768,43.945557721
16461,87.5965016082,43.9454884611
16462,87.5938834464,43.9431140827
16465,87.5951928059,43.9418250067
16466,87.5964431633,43.9417311757
16469,87.5899834186,43.9359309286
1647,87.6032798824,43.899115508
16470,87.5937380681,43.935413082
16471,87.5952698822,43.9358761442
16472,87.5940137641,43.9358942881
16473,87.5936646901,43.9301821407
16474,87.5936908979,43.931438081
16475,87.5937399384,43.9301801389
16476,87.5937655346,43.931436106
16477,87.5949834968,43.9288811359
16478,87.596239742,43.9288792128
16479,87.5974959899,43.9288774211
1648,87.6039837298,43.9001465691
16480,87.5987522377,43.9288756293
16481,87.6000084856,43.9288738376
16482,87.6012647334,43.9288720458
16483,87.6025209485,43.928865187
16484,87.5949811945,43.9288065903
16485,87.5962374264,43.9288002481
16486,87.5974936613,43.9287942591
16487,87.5987499043,43.9287963971
16488,87.6000061502,43.928793537
16489,87.6012623961,43.9287906768
1649,87.6041581905,43.9013893
16490,87.6025186169,43.9287848057
16491,87.5881068308,43.928966083
16492,87.5893629341,43.9289469465
16493,87.5906190375,43.92892781
16494,87.5918751409,43.9289086735
16495,87.5931309029,43.9288740246
16496,87.5910972404,43.9322744348
16497,87.5923534813,43.9322698932
16498,87.5936097223,43.9322653517
16499,87.593725177,43.9335211131
165,87.5331613797,43.9178363064
1650,87.6044659354,43.9043753189
16500,87.5938140636,43.9354111375
16501,87.5951850467,43.9341252617
16502,87.5939290933,43.9341525234
16503,87.5966027469,43.9442249848
16504,87.6075974497,43.9375883031
16505,87.6051726837,43.9377311322
1651,87.6042898382,43.9031314779
16513,87.609048499,43.937566553
16514,87.6104418868,43.9387233241
16515,87.6105827739,43.9399716481
16516,87.6107236609,43.9412199721
16517,87.6107679554,43.9424673911
16518,87.6101781086,43.9435543179
16519,87.6091828161,43.9443092398
1652,87.6039829843,43.9019580446
16520,87.6080010647,43.9447232896
16521,87.6067524692,43.9448480691
16522,87.6054990771,43.9449327456
16523,87.6090445568,43.9375125346
16524,87.6105127838,43.9386923353
16525,87.6106535673,43.9399406709
16526,87.6107943508,43.9411890066
16527,87.6108478164,43.9424368875
16528,87.6102838862,43.9435377364
16529,87.6093035314,43.9443124637
1653,87.5861727864,43.8945125887
16530,87.6081303312,43.9447497146
16531,87.606884616,43.9448934033
16532,87.6056312349,43.9449782439
16533,87.6044360795,43.9390939328
16534,87.6045620699,43.9403436989
16535,87.6047157088,43.9415904605
16536,87.6042283035,43.9370807816
1654,87.5869692139,43.8935410628
16540,87.5992791573,43.9378843028
16541,87.5989488948,43.9401151819
16542,87.5992229836,43.938914089
16543,87.6030427837,43.937800098
16546,87.5992741351,43.9378273909
16547,87.5991770045,43.9365718968
16549,87.5939985128,43.937909173
1655,87.587762254,43.8925667729
16550,87.5939168041,43.9406009131
16551,87.5938966087,43.9393448263
16554,87.5939985129,43.9378560954
16555,87.593846089,43.9366053563
16556,87.5938428234,43.9406019128
16557,87.593822647,43.9393458257
16559,87.5937712837,43.9366062308
1656,87.5860409227,43.8944893485
16560,87.5883549841,43.9546199321
16561,87.5881219314,43.9558542776
16562,87.5882532861,43.9546447799
16563,87.5880255332,43.9558800654
16568,87.587625454,43.9582160827
16569,87.5874084677,43.9594534504
1657,87.5868457609,43.8935248031
16570,87.5870813351,43.9617809456
16571,87.5868676703,43.9630188912
16572,87.5876965741,43.9582113251
16573,87.587483355,43.9594493475
16574,87.592236427,43.9581981122
16575,87.5922178537,43.959454224
16576,87.5917261996,43.9603728462
16577,87.5904705786,43.9604125675
16578,87.5892149576,43.9604522888
16579,87.5879593366,43.9604920102
1658,87.5876387205,43.8925504433
16580,87.5870030917,43.9617890763
16581,87.5867901834,43.9630271523
16582,87.5859679276,43.9606929115
16583,87.5847215275,43.9608499088
16584,87.5834750114,43.9610059838
16585,87.5822275221,43.9611540666
16586,87.5864660063,43.9651767214
16587,87.5862240126,43.9664094424
16588,87.585982019,43.9676421633
16589,87.5857400254,43.9688748843
1659,87.5730388686,43.8862878487
16590,87.58954629,43.9638608067
16591,87.5882905801,43.9638976131
16592,87.5870348703,43.9639344194
16593,87.5863901789,43.9651797545
16594,87.5861483578,43.9664125093
16595,87.5859065367,43.9676452641
16596,87.5856647156,43.968878019
166,87.5319607596,43.9174666128
1660,87.5742933003,43.8863539573
16600,87.5873375973,43.9393952264
16601,87.5873451948,43.9406514525
16602,87.5873527924,43.9419076787
16603,87.5874044323,43.9431628443
16604,87.5965109996,43.9365927512
16606,87.6051262056,43.9267829126
16607,87.606382415,43.9267779401
16608,87.6076385138,43.9267595214
16609,87.6073563344,43.9256059145
1661,87.5730966503,43.8861517142
16610,87.6068469597,43.9244575682
16611,87.6061194296,43.9234572322
16612,87.6049652812,43.922986131
16613,87.5990995673,43.9328071711
16614,87.5976602404,43.932229311
16615,87.5989164808,43.9322246215
16616,87.6003392431,43.9322200022
16617,87.5834538929,43.945663972
16618,87.5835567861,43.9444119436
16619,87.5836466649,43.9431611395
1662,87.5743510838,43.8862182268
16620,87.5839121973,43.941933372
16621,87.6203691581,43.9462466644
16622,87.6216243167,43.9461943292
16623,87.6231991321,43.9461280407
16624,87.6225192041,43.9442273876
16626,87.6248278225,43.9434002561
16627,87.600134023,43.9452685264
16628,87.5982039351,43.9453857843
16629,87.6075954881,43.9376427914
1663,87.5776931054,43.8851140055
16630,87.6051767373,43.9377859037
16631,87.5881251969,43.9290325371
16632,87.5893812991,43.929014429
16633,87.5906373129,43.9289901115
16634,87.5918933267,43.928965794
16635,87.593149257,43.9289375146
16636,87.6103673897,43.9356998986
16637,87.6102162295,43.9344528933
16638,87.610056922,43.93320679
16639,87.6098925416,43.931961359
1664,87.5759549448,43.8864274537
16640,87.6094652861,43.9307814163
16641,87.6162879676,43.9488248485
16642,87.6172221077,43.9479848817
16643,87.6181174937,43.9471070659
16644,87.6189066496,43.9461296228
16645,87.6162085579,43.9488093897
16646,87.6171440499,43.9479709296
16647,87.6180402604,43.9470937007
16648,87.6188294297,43.9461162685
1665,87.5760122378,43.8862881733
16652,87.5321212121,43.917424853
16653,87.534604668,43.91819497
16654,87.5358044603,43.9185673413
16655,87.537028841,43.9188311382
16656,87.5362545341,43.9190016805
16657,87.5350535716,43.9186331952
16658,87.5387538018,43.9192172776
16659,87.540008924,43.9192701873
1666,87.5775214849,43.8851290539
16660,87.5412643511,43.9193147784
16661,87.5425197376,43.919361325
16662,87.5437751277,43.9194077742
16665,87.5388086331,43.9189477061
16666,87.5400637089,43.9190015352
16667,87.5413190896,43.919048206
16668,87.5425745205,43.9190935411
16669,87.5438299835,43.9191379567
1667,87.5980380157,43.8893634553
16670,87.5454983351,43.919472922
16671,87.5467536698,43.9195208444
16672,87.5480090046,43.9195687668
16673,87.5454705555,43.9191927388
16674,87.546726111,43.919234478
16675,87.5479816666,43.9192762172
16676,87.5654744502,43.9202010998
16677,87.5642189,43.9201592
16678,87.5629633498,43.9201173002
16679,87.5617077996,43.9200754004
1668,87.5975360774,43.8882118818
16680,87.5604522494,43.9200335005
16681,87.56726536,43.9187482414
16682,87.567689814,43.9175658968
16683,87.5655864798,43.9198882143
16684,87.5643309595,43.919845429
16685,87.5630754391,43.9198026438
16686,87.5618199188,43.9197598585
16687,87.5605643985,43.9197170732
16688,87.5681784462,43.92029121
16689,87.5669228924,43.9202494199
1669,87.5970345613,43.8870600819
16690,87.5701056678,43.9188867811
16691,87.5683164793,43.9199812295
16692,87.5670609585,43.9199384587
16694,87.5810222588,43.9207600375
16695,87.5797669864,43.9207109836
16696,87.578511096,43.9206823122
16697,87.5772556666,43.9206376331
16698,87.5760004701,43.9205866698
16699,87.5747454466,43.9205312768
167,87.530108032,43.9168868008
1670,87.5965317809,43.8859088363
16700,87.5734902388,43.9204801699
16701,87.5722349637,43.9204314386
16702,87.5709795661,43.9203855979
16703,87.5695214245,43.9203358644
16704,87.5810281576,43.9204480537
16705,87.5797725493,43.9204079768
16706,87.5785168958,43.9203694733
16707,87.5772614597,43.9203245456
16708,87.5760063594,43.9202728298
16709,87.5747513538,43.9202177099
1671,87.5959939883,43.8847752209
16710,87.5734960132,43.9201708031
16711,87.5722408353,43.9201228762
16712,87.5709857026,43.9200726064
16713,87.5696554595,43.9200268051
16714,87.584541593,43.9205435958
16715,87.5832859991,43.9205033199
16716,87.5865141762,43.920939272
16717,87.5852587048,43.9208961862
16718,87.5840033218,43.9208498265
16719,87.582747786,43.920807714
1672,87.5980931114,43.8893117934
16720,87.5865495747,43.9206310042
16721,87.5902617795,43.9210444566
16722,87.5890055594,43.9210359131
16723,87.5881142204,43.9188404037
16724,87.5879606716,43.9200872269
16725,87.5891332489,43.9207455057
16726,87.5903894979,43.9207450111
16727,87.5916457469,43.9207445165
16728,87.592901996,43.9207440219
16729,87.5879598319,43.9195019626
1673,87.597589298,43.8881609965
16730,87.5881094276,43.9182546539
16731,87.5540206765,43.9208855424
16732,87.5499253634,43.9196411755
16733,87.5511807264,43.9196883508
16734,87.5524360895,43.9197355261
16735,87.5536914525,43.9197827014
16736,87.5554603668,43.919849079
16737,87.5567157335,43.919896158
16738,87.5579711002,43.919943237
16739,87.5592264668,43.919990316
1674,87.5970907144,43.8870079298
16742,87.549922454,43.9193436935
16743,87.5511779079,43.9193883868
16744,87.5524333618,43.9194330801
16745,87.5536888156,43.9194777734
16746,87.5555124649,43.9195423798
16747,87.5567679299,43.9195867593
16748,87.5580233949,43.9196311387
16749,87.5592788599,43.9196755182
1675,87.596588885,43.8858562662
16750,87.5330928252,43.918021645
16751,87.5318936504,43.9176472901
16752,87.5306944756,43.9172729352
16753,87.5294953007,43.9168985802
16754,87.5301388665,43.9168202567
16755,87.598042879,43.9436829598
16756,87.5967181257,43.9437639796
16757,87.5994521482,43.9498525584
16758,87.5994477634,43.9485963169
16759,87.5994433787,43.9473400754
1676,87.5960487738,43.8847249635
16760,87.5986089559,43.9455824661
16761,87.5973556255,43.9455285118
16762,87.59959085,43.9498621154
16763,87.5995979228,43.9486060325
16764,87.5996149758,43.9473499353
16765,87.6003120786,43.9454484494
16766,87.6022556161,43.920777931
16767,87.6035090254,43.9207030524
1677,87.5785977054,43.8865009452
16772,87.6055142403,43.9553732429
1678,87.5798534112,43.88653789
1679,87.5786297924,43.8863618824
168,87.6165471844,43.9497975318
1680,87.5798855845,43.8863957644
1681,87.5699412919,43.8979892003
1682,87.588619766,43.8867428532
1683,87.5886218346,43.8866082554
1684,87.6057340186,43.9015424294
1685,87.6077057113,43.9014377896
1686,87.5768222574,43.8878252622
1687,87.5770987987,43.8865998289
16870,87.5884433023,43.9477936407
16871,87.5886711331,43.9490286564
16872,87.588689965,43.9514532781
16873,87.5885500459,43.9527016669
16878,87.5885415695,43.9477775684
16879,87.5888024835,43.9490060737
1688,87.573656751,43.8993275888
16880,87.5888035063,43.9514513878
16881,87.5886574668,43.9526990025
1689,87.5748405033,43.8997481746
16891,87.6184205525,43.9181694327
16892,87.6196468867,43.917896914
16893,87.621160984,43.9174303604
16894,87.6193194314,43.9167491112
169,87.6178034071,43.9497894426
1690,87.5843687776,43.9022347891
16905,87.611884701,43.9382182328
16906,87.6113146857,43.9372229433
16907,87.5214444149,43.9413821775
1691,87.5871191138,43.8867044107
16915,87.6325401652,43.9190981333
16916,87.6315981854,43.9182669744
16917,87.6411854792,43.92580514
16918,87.6423237176,43.9263278533
16919,87.6428315139,43.9253890555
1692,87.587126905,43.8865704027
16920,87.6423286646,43.9242396456
16921,87.6418076007,43.9230965558
16922,87.640738817,43.9197100605
16923,87.6412579745,43.9208538187
16924,87.6417793961,43.921993468
16925,87.6432213217,43.9295384187
16926,87.6430625679,43.9282969786
16927,87.6375352826,43.9319957907
16928,87.638769759,43.9317637279
16929,87.6400058674,43.9315396793
1693,87.5887787195,43.891098639
16930,87.6412419759,43.9313156307
16931,87.6424745703,43.9310734705
16932,87.6481711771,43.9436268426
16933,87.6473673439,43.9422298491
16934,87.6473831771,43.940973716
16935,87.6474211904,43.9387709099
16936,87.6474373235,43.9375147703
16937,87.6437708001,43.9377858376
16939,87.6496148287,43.9457112066
1694,87.6000038252,43.9023213428
16940,87.6498434612,43.9444861822
16941,87.6409670444,43.9220835107
16942,87.6401668239,43.9203447939
16943,87.6397162366,43.9191851526
16944,87.6317676467,43.9168269918
16946,87.6612309074,43.9597151982
16947,87.6622347808,43.9604704426
16948,87.6632377426,43.9612269008
16949,87.6642403672,43.9619837569
1695,87.6012520187,43.9021793048
16950,87.6512343409,43.9652770442
16951,87.6499897091,43.9654474953
16952,87.6487402814,43.965573643
16953,87.6474877941,43.9656707865
16954,87.6462352899,43.9657677154
16955,87.6512303206,43.9652230208
16956,87.6499855629,43.96539255
16957,87.6487361756,43.965519116
16958,87.6474837488,43.9656170391
16959,87.6462313111,43.9657148224
1696,87.6006994182,43.9021185583
16960,87.6559303138,43.9561448021
16961,87.6533228211,43.9562701096
16962,87.6545776418,43.9562102191
16963,87.6535014173,43.9605264897
16964,87.6490910735,43.9613792591
16965,87.639216781,43.9632400991
16966,87.6491373029,43.9600104753
16967,87.6494134563,43.9587937466
16968,87.6493125247,43.9575484246
16969,87.6305598508,43.9331127036
1697,87.5994511025,43.90225951
16970,87.6309008249,43.934321352
16971,87.6364755722,43.9370632258
16972,87.6383014408,43.9390408071
16973,87.6373645227,43.9393492555
16974,87.6427019906,43.9352270161
16976,87.6438497166,43.9318348996
16977,87.643821359,43.9330907111
1698,87.596921586,43.9026987248
16980,87.6930058841,43.9387887822
16981,87.691868643,43.9393004723
16982,87.6909493252,43.9401558221
16983,87.690045568,43.9410283958
16984,87.6810111225,43.9569523854
16985,87.6818337716,43.9585230859
16986,87.6831300132,43.9609939706
16988,87.6872718715,43.9632050871
16989,87.6748926391,43.9555667219
1699,87.5981690984,43.9025508254
16990,87.6868752156,43.9566367545
16991,87.6880894312,43.9563145087
16992,87.6893032961,43.9559909454
16994,87.6760795026,43.9549767171
16995,87.6841466627,43.9602961087
16996,87.678266064,43.9608973493
16997,87.6783823264,43.9613733307
16998,87.6797044066,43.9609976133
17,87.3736769175,43.9709113848
170,87.6190596241,43.9497804468
1700,87.5866153803,43.9027761769
17004,87.6797158486,43.9575833784
17005,87.6807224951,43.9568318303
17006,87.6819152719,43.9559960551
17007,87.6830070342,43.9553773361
17008,87.6844320712,43.9548670402
17009,87.6850619466,43.9571187425
1701,87.587855349,43.9029777432
17010,87.6865924553,43.9641661063
17011,87.6871729106,43.9652802129
17012,87.6861893511,43.9660495263
17013,87.6849704145,43.9663534267
17014,87.6837518812,43.9666588785
17015,87.6796825224,43.9462332574
17016,87.6807898304,43.9468264131
17017,87.6819301251,43.9473535659
17018,87.6256446554,43.9279779548
17019,87.6260003169,43.9291637535
1702,87.5890961172,43.9031743318
17020,87.6263385056,43.9303736255
17021,87.6266766943,43.9315834975
17022,87.627014883,43.9327933695
17023,87.6273530717,43.9340032415
17024,87.6276912604,43.9352131136
17025,87.6291770384,43.9184745889
17026,87.6302400767,43.9178051777
17027,87.6492350756,43.9363706217
17028,87.6489440628,43.9351487675
17029,87.6525551347,43.9369257201
1703,87.5866773147,43.9026205736
17030,87.6851905886,43.9441153764
17031,87.6839748664,43.9437988617
17032,87.6827591443,43.9434823469
17033,87.6815434221,43.9431658322
17034,87.6803277,43.9428493175
17035,87.6852425708,43.9440714014
17036,87.6840268487,43.9437548865
17037,87.6828111266,43.9434383716
17038,87.6815954045,43.9431218567
17039,87.6803796824,43.9428053419
1704,87.5879166297,43.9028261469
17040,87.625884653,43.9250018776
17041,87.6267588189,43.9240998704
17042,87.6276131904,43.9231789354
17043,87.6286621995,43.9225369659
17044,87.6298397632,43.9220993804
17048,87.6313760223,43.9360373584
17049,87.6297986765,43.9364304612
1705,87.5891575137,43.903021837
17050,87.6294453535,43.935224922
17051,87.6290355641,43.9338192009
17052,87.6286831279,43.9326134021
17053,87.6354698435,43.9626761299
17054,87.6508609634,43.9709065406
17055,87.6422335771,43.9590183309
17056,87.6422017424,43.9577624852
17057,87.6431770435,43.9615288792
17058,87.6431259567,43.9602737586
17059,87.6430129089,43.957748189
1706,87.5830028766,43.9020059282
17060,87.6407394965,43.961588732
17061,87.6653043847,43.9631768878
17062,87.6667305527,43.9621799318
17063,87.6842590695,43.9501148803
17064,87.6853608417,43.9495185859
17069,87.657656677,43.9568983255
1707,87.5789078715,43.9013230561
17070,87.6636071412,43.9642732576
17071,87.6648603786,43.9641929583
17075,87.6589623441,43.9586825912
17076,87.6650190085,43.9569962216
17077,87.6652292604,43.9598433363
17079,87.664175944,43.95956956
1708,87.5770415534,43.9006604827
17080,87.6669638536,43.9587590813
17081,87.6659316321,43.9580512493
17082,87.6773632218,43.9540811087
17083,87.678393444,43.9533622177
17084,87.6794166109,43.9526338191
17085,87.6802914956,43.9517331725
17086,87.6657290435,43.9628327002
17088,87.6719552255,43.9704356063
17089,87.6707022457,43.9705261784
1709,87.5711240312,43.8999110409
17091,87.6699399364,43.9699571387
17092,87.6722395372,43.9631675863
17093,87.6731115834,43.9622634508
17095,87.674222731,43.9710480847
17096,87.6740404312,43.9687376439
17098,87.6432455911,43.9735374594
17099,87.6428241825,43.974720919
171,87.620315841,43.9497714511
1710,87.5717790624,43.8988390819
17101,87.6377936971,43.9650451044
17102,87.6371607069,43.9661276411
17103,87.6367187252,43.9672917542
17104,87.6366334996,43.9685446831
17105,87.6356793472,43.9697736851
17108,87.6403759849,43.942225797
17109,87.6425599725,43.9437251139
1711,87.5713529944,43.9000217988
17110,87.6438178125,43.9461509381
17113,87.641889448,43.9465491726
17114,87.6417916085,43.9553761728
17115,87.6420857011,43.9541616184
17116,87.642044914,43.9524808311
17117,87.6419940161,43.9512256264
17118,87.643345861,43.9535999548
17119,87.6445947219,43.9534639095
1712,87.5719936747,43.898941729
17122,87.6576505171,43.9636745073
17123,87.6563710203,43.96457181
17124,87.6551247252,43.9647296399
17125,87.6538781749,43.9648854021
17126,87.652630885,43.9650351678
17127,87.6575758633,43.9636764587
17128,87.655982948,43.958379556
17129,87.6554108955,43.9572611116
1713,87.5745838499,43.8931091866
17133,87.6498378552,43.9624836443
17135,87.6396862411,43.9513598965
17136,87.6399012431,43.9525975571
17137,87.6491643963,43.9488853472
17138,87.64917867,43.9387883299
17139,87.6492996361,43.9400382514
1714,87.5754620125,43.8912861171
17140,87.6492702842,43.9412941566
17141,87.6494340964,43.9425247753
17142,87.6811531212,43.9505320539
17143,87.6812001989,43.950496181
17144,87.6586441223,43.9537628741
17145,87.6575555382,43.9543389807
17146,87.6578665992,43.9510761353
17147,87.6588056434,43.9502437884
17148,87.6607674642,43.9487026903
17149,87.658862944,43.94854657
1715,87.5759918957,43.8901470887
17150,87.6579956577,43.9476377376
17151,87.6424899966,43.9367659543
17152,87.6437435297,43.9366833905
17153,87.6857818484,43.9544858113
17154,87.6869966917,43.9541659441
17155,87.6882118498,43.9538472709
17156,87.6846578997,43.9523921188
17157,87.6858702484,43.9520629187
17158,87.6870832961,43.9517363211
17159,87.6772889844,43.9619593634
1716,87.5709535968,43.8859188777
17165,87.670176194,43.9530806221
17167,87.6694243185,43.9545539064
17168,87.6703556373,43.9537108126
17169,87.6695736821,43.9560375369
1717,87.5710049524,43.8857734673
17170,87.6589535052,43.9676320544
17172,87.6566817569,43.9637033387
17173,87.6547378802,43.9601150321
17174,87.653345314,43.9592718847
17175,87.6573393066,43.9611299168
17176,87.6536900754,43.9612452717
17177,87.6422918609,43.9641058512
17178,87.6421958677,43.9653428497
1718,87.5815548333,43.8865833267
17182,87.6298966929,43.9677249813
17185,87.6881514086,43.9527206511
17188,87.7364097464,43.981769439
17189,87.7373560849,43.9809432562
1719,87.5828106665,43.8866156535
17190,87.7383045507,43.9801194999
17191,87.7392530165,43.9792957435
17192,87.7402014823,43.9784719872
17193,87.7411499481,43.9776482308
17194,87.7236051503,43.9930588963
17195,87.7245541085,43.9922359296
17196,87.7254957947,43.9914044316
17197,87.7264374809,43.9905729336
17198,87.7273791672,43.9897414356
17199,87.7283208534,43.9889099376
172,87.6215720607,43.949762871
1720,87.5846239325,43.8866581892
17200,87.7292625397,43.9880784396
17201,87.7302042259,43.9872469416
17202,87.7402359615,43.9927938141
17203,87.7411779228,43.9919626277
17204,87.7421198842,43.9911314414
17205,87.7430618455,43.9903002551
17206,87.7440038068,43.9894690687
17207,87.7449457682,43.9886378824
17208,87.7400455624,43.9926759125
17209,87.7409911246,43.9918488248
1721,87.5815578234,43.886439714
17210,87.7419366868,43.9910217372
17211,87.742882249,43.9901946495
17212,87.7438278112,43.9893675618
17213,87.7447733734,43.9885404742
17214,87.738036978,43.9928335633
17215,87.736986353,43.9921459371
17216,87.735998298,43.9913713578
17217,87.7350417393,43.9905570131
17218,87.7340673442,43.9897643561
17219,87.7330836529,43.9889830026
1722,87.5828136465,43.8864724284
17220,87.7320999616,43.9882016491
17221,87.7311162702,43.9874202956
17222,87.7379060654,43.9929424245
17223,87.7368444729,43.9922707275
17224,87.7358517064,43.9915023812
17225,87.7348793727,43.9907069402
17226,87.7339082075,43.9899100714
17227,87.7329370422,43.9891132025
17228,87.731965877,43.9883163337
17229,87.7309947117,43.9875194648
1723,87.5846290222,43.8865108717
17230,87.700934826,43.9597610884
17231,87.7015036519,43.9608811772
17232,87.6993372387,43.9589298526
17233,87.7015817365,43.95832454
17234,87.702797473,43.9580080805
17235,87.7020862437,43.9549068043
17236,87.7015175597,43.9537866434
17237,87.7009488756,43.9526664825
17238,87.7003801916,43.9515463217
17239,87.6963771253,43.9683804135
1724,87.5618827146,43.9140695669
17240,87.6969702505,43.9694878269
17241,87.6948696594,43.9731228813
17242,87.6958240539,43.9723062289
17243,87.6967729226,43.9714840773
17244,87.7007296105,43.9738660438
17245,87.7019417271,43.9735359901
17246,87.7005603031,43.9749538805
17247,87.7016346448,43.9756049963
1725,87.5614424289,43.9152461341
1726,87.5610021431,43.9164227013
17260,87.7079698164,43.9495512486
17261,87.7057034178,43.9411387157
17262,87.7044689271,43.9409239713
17263,87.7032471206,43.940631853
17267,87.7037067735,43.9656297182
17268,87.7475853611,43.9971762758
17269,87.7485347226,43.9963535518
1727,87.5614570311,43.9155227117
17270,87.749484084,43.9955308279
17271,87.746391407,43.9871268792
17272,87.7473378143,43.9863007588
17273,87.7482842217,43.9854746383
17274,87.7492306291,43.9846485179
17278,87.7471353302,43.9302686975
17279,87.748320763,43.9306774164
1728,87.5618980617,43.9143464235
17280,87.7495222367,43.9310246988
17281,87.7452376611,43.9991996222
17282,87.7461873221,43.9983772439
17283,87.6930055566,43.9505577559
1729,87.5623390924,43.9131701354
17295,87.7185626781,43.9257256059
17296,87.7113018838,43.9341548365
17297,87.7076547276,43.9398140343
17298,87.7084004556,43.9388030686
17299,87.7091461837,43.937792103
173,87.6228282848,43.9497549302
1730,87.5889325259,43.8910871972
17300,87.7098919117,43.9367811373
17301,87.7106159268,43.9357547823
17302,87.7112522662,43.9346727808
17303,87.7045053246,43.9417093259
17304,87.7035611213,43.9408966939
17306,87.7068811723,43.9408772032
17307,87.6983755352,43.947080221
1731,87.5804080017,43.9017243225
17316,87.731475011,43.9861258696
17317,87.732417022,43.9852947396
17318,87.7333590331,43.9844636096
17319,87.7343010442,43.9836324797
1732,87.5830232367,43.9021860464
17320,87.7352430553,43.9828013497
17322,87.6942298347,43.961797595
17323,87.6954426693,43.9614701898
17326,87.6947895846,43.9513439997
17327,87.6956049428,43.952382489
17328,87.7007414821,43.962098243
1733,87.5842807678,43.902391823
1734,87.5789436261,43.9011919992
17341,87.7237538306,43.9738536111
17342,87.722787517,43.9746563564
17343,87.7218212035,43.9754591017
1735,87.5804441939,43.9016073819
1736,87.5770912317,43.9005393983
17363,87.7198380356,43.9255748196
17365,87.7223428537,43.9255460784
17366,87.7235958086,43.9254555495
17367,87.7247613267,43.925113097
17369,87.7271902315,43.9250464225
1737,87.5698682064,43.8981064354
17370,87.7284144043,43.9248119327
17371,87.6989258526,43.9496772877
17372,87.6938603021,43.9464886977
17373,87.6942534329,43.9467378865
17374,87.6950190821,43.9471993749
17375,87.6954009463,43.9474336667
17376,87.6957705636,43.9476608727
17377,87.6961819388,43.947903503
1738,87.5969646072,43.9025349022
1739,87.5982126325,43.9023914344
17390,87.7373321864,43.9546316098
17391,87.7374533725,43.9533812195
17392,87.7375745586,43.9521308292
17393,87.7376957447,43.950880439
17394,87.7320289377,43.9683036257
17395,87.7331228759,43.9689212512
17396,87.7342168141,43.9695388766
17399,87.7457161896,43.9573783468
174,87.6240845088,43.9497469894
1740,87.6077545087,43.9013110669
17400,87.746064652,43.9577560732
17401,87.7481777671,43.9682818646
17402,87.7491215339,43.9674527289
17403,87.7450010367,43.9663887679
17404,87.7459420738,43.9655565354
17407,87.6988280448,43.9640925918
17408,87.6961315613,43.9574859781
1741,87.6058240662,43.9016577573
17410,87.7364959164,43.9502796108
17411,87.7352398327,43.9502592218
17412,87.733983749,43.9502388328
17413,87.7321232445,43.9501677546
17414,87.7308684892,43.9501065091
17415,87.7296137339,43.9500452636
17416,87.7283581754,43.9500051197
17417,87.7271023949,43.9499708088
17418,87.7258466082,43.9499368385
17419,87.7245904077,43.9499257945
1742,87.5756500433,43.8913466469
1743,87.5761788576,43.8902071219
1744,87.5770079981,43.8879284112
17440,87.6970952924,43.9633482313
1745,87.5772873485,43.8867036152
17452,87.6984360888,43.9696821894
17453,87.6993735386,43.9688459181
17454,87.7010300216,43.9673693701
17455,87.6991848811,43.9673620052
17456,87.6984696145,43.9663298292
17457,87.7006596656,43.9685866017
17458,87.6945544641,43.9649910227
17459,87.6953236803,43.9658806612
1746,87.5817027447,43.9002597568
17460,87.6964376799,43.9652847218
17461,87.6934883284,43.9462690182
17464,87.6946357797,43.9469602564
17466,87.6979893108,43.9468515727
17467,87.6977004195,43.9455284376
17468,87.6964713419,43.9454587454
17469,87.695453737,43.9461636402
1747,87.5823452248,43.8991878687
17470,87.6969231649,43.9484010623
17471,87.7001354244,43.9455502
17472,87.7013232812,43.9460352082
17473,87.7025303551,43.9463820116
17474,87.7076682448,43.9473294392
17475,87.707377503,43.9461162536
17476,87.7065861256,43.9446898253
17477,87.7058672929,43.9436595625
17478,87.7018186117,43.949668276
17479,87.7024555915,43.9485287945
1748,87.5831247313,43.8982029076
17480,87.7030691833,43.9474325887
17481,87.7025463474,43.9504001225
17482,87.7036322888,43.9497685425
17484,87.7060137756,43.9490716587
17485,87.6931514563,43.9536348994
17486,87.6949411698,43.95441649
17487,87.7180760886,43.9979372047
17488,87.7190121771,43.9970994099
17489,87.7199482656,43.996261615
1749,87.5838824429,43.8972008927
17490,87.7208843541,43.9954238201
17491,87.7218204426,43.9945860253
17493,87.7187574428,43.9499667877
17494,87.6979135064,43.9572909625
17495,87.6991263425,43.9569636304
17496,87.7003398995,43.9566389131
17497,87.7015755622,43.9563083025
17498,87.6955137222,43.9526695587
17499,87.6912458454,43.9506263622
175,87.6007872489,43.9209931774
1750,87.5846506883,43.8962069976
17500,87.6886963828,43.9518734994
17501,87.6923841031,43.9527778366
